city_en,city_ru,lat,lon,population,iso3,country,country_ru
Jinzecun,Джинзекун,31.0397,120.9164,60800,CHN,China,Китай
Fort portal,Форт Портал,0.6544,30.2744,60800,UGA,Uganda,Уганда
Meihuacun,Мейхуакун,37.8862,114.8204,60791,CHN,China,Китай
Yamatotakada,Яматотакада,34.515,135.7364,60791,JPN,Japan,Япония
Bethal,Бетал,-26.45,29.45,60779,ZAF,South africa,Юар
Orion,Городской Орион,14.6206,120.5817,60771,PHL,Philippines,Филиппины
Sarandi,Саранди,-34.6833,-58.3333,60752,ARG,Argentina,Аргентина
El wak,Сити Эль Вак,2.8167,40.9333,60732,KEN,Kenya,Кения
Villamaria,Вильямария,5.0,-75.5,60729,COL,Colombia,Колумбия
Shihe,Шихе,39.2527,113.6757,60724,CHN,China,Китай
Calulo,Калуло,-10.0007,14.901,60709,AGO,Angola,Ангола
Galapa,Городская Галапа,10.8969,-74.886,60708,COL,Colombia,Колумбия
Cubulco,Кубулько,15.1083,-90.6306,60706,GTM,Guatemala,Гватемала
Mbabane,Мбабан,-26.3167,31.1333,60691,SWZ,Eswatini,Эсватини
Borisoglebsk,City Borisoglebsk,51.3667,42.0833,60687,RUS,Russia,Россия
Oyem,Оем,1.6,11.5736,60685,GAB,Gabon,Габон
Huatusco,Хуатусо,19.1489,-96.9661,60674,MEX,Mexico,Мексика
Castilla,Кастилья,12.9553,123.8764,60635,PHL,Philippines,Филиппины
Piscataway,Пискатауэй,40.5467,-74.4636,60632,USA,United states,Соединенные Штаты
Yala,Яла,6.5425,101.2831,60617,THA,Thailand,Таиланд
Laoang,Лаоан,12.57,125.02,60607,PHL,Philippines,Филиппины
Oda,Ода,5.9267,-0.9858,60604,GHA,Ghana,Гана
San rafael,Сан Рафаэль,37.9905,-122.5221,60604,USA,United states,Соединенные Штаты
Ibitinga,Ибитинга,-21.7578,-48.8289,60600,BRA,Brazil,Бразилия
Kukarmunda,Кукарманда,21.5167,74.1333,60598,IND,India,Индия
Kokawa,Кокава,34.2664,135.3653,60592,JPN,Japan,Япония
Fryazino,Фраазино,55.95,38.05,60580,RUS,Russia,Россия
Viareggio,Виареггио,43.8672,10.2506,60579,ITA,Italy,Италия
Berezovskiy,Березовский,55.6167,86.25,60566,RUS,Russia,Россия
Trujillo,Трухильо,15.9179,-85.953,60558,HND,Honduras,Гондурас
Yongyang,Йонгьян,27.09,106.6892,60557,CHN,China,Китай
Tigaon,Тигаон,13.6319,123.4975,60524,PHL,Philippines,Филиппины
Matanao,Матанао,6.75,125.23,60493,PHL,Philippines,Филиппины
Taunton,Тонтон,51.019,-3.1,60479,GBR,United kingdom,Великобритания
Aquiraz,Акрираз,-3.9008,-38.3908,60469,BRA,Brazil,Бразилия
Dumraon,Думраон,25.5526,84.1515,60463,IND,India,Индия
Meriden,Мериден,41.5369,-72.7946,60418,USA,United states,Соединенные Штаты
Elk,Городской Лось,53.8214,22.3622,60390,POL,Poland,Польша
Euless,Элесс,32.8508,-97.08,60373,USA,United states,Соединенные Штаты
Alcoy,Алкой,38.6983,-0.4736,60372,ESP,Spain,Испания
Gukovo,Гуково,48.05,39.9167,60361,RUS,Russia,Россия
Belogorsk,Белогорск,50.9167,128.4667,60350,RUS,Russia,Россия
Altinozu,Альтинозу,36.1,36.23,60344,TUR,Turkey,Турция
Irvington,Ирвингтон,40.7243,-74.2317,60334,USA,United states,Соединенные Штаты
Panruti,Панрути,11.77,79.55,60323,IND,India,Индия
Lalmanirhat,Лалманирхат,25.9172,89.4459,60322,BGD,Bangladesh,Бангладеш
Ambanja,Амбанджа,-13.6786,48.4522,60321,MDG,Madagascar,Мадагаскар
Ciudad arce,Сюдад Арсе,13.8333,-89.4333,60314,SLV,El salvador,Сальвадор
Velampalaiyam,Велампалайям,11.1376,77.3106,60296,IND,India,Индия
Laeken,Лайкен,50.8778,4.3558,60295,BEL,Belgium,Бельгия
Gubat,Губат,12.9189,124.1231,60294,PHL,Philippines,Филиппины
Souq sebt oulad nemma,City Souq Sebt Oulad Nemma,32.2948,-6.7007,60293,MAR,Morocco,Марокко
Wallasey,Уолласи,53.4239,-3.0531,60284,GBR,United kingdom,Великобритания
Yisuhe,Йисухе,27.7736,112.9558,60283,CHN,China,Китай
Rosario,Росарио,12.52,124.42,60278,PHL,Philippines,Филиппины
San vicente del raspeig,Сан -висенте Дель Распейг,38.3964,-0.5253,60269,ESP,Spain,Испания
Euskirchen,Эскирхен,50.6597,6.7917,60256,DEU,Germany,Германия
Chambery,Городская Камер,45.57,5.9118,60251,FRA,France,Франция
Mizusawa,Мизусава,39.1438,141.139,60239,JPN,Japan,Япония
Unna,Унна,51.5347,7.6889,60223,DEU,Germany,Германия
Tirukkoyilur,Тируккоилур,11.9675,79.2056,60212,IND,India,Индия
San mateo ixtatan,Сан -матео Икстатан,15.8333,-91.4833,60203,GTM,Guatemala,Гватемала
Parkent,Городской Парк,41.2944,69.6764,60200,UZB,Uzbekistan,Узбекистан
Paracale,Паракале,14.2797,122.7869,60198,PHL,Philippines,Филиппины
Yame,Ям,33.2119,130.5578,60196,JPN,Japan,Япония
Qoorlugud,Куорлугуд,8.5533,46.2256,60195,SOM,Somalia,Сомали
Razampeta,Разампета,14.1954,79.159,60188,IND,India,Индия
Kangan,Кенган,27.8392,52.0608,60187,IRN,Iran,Иран
Nedumangad,Недумангад,8.6033,77.0028,60161,IND,India,Индия
Zamosc,Сити Замос,50.7167,23.2528,60148,POL,Poland,Польша
Pasaje,Пасадж,-3.3269,-79.8049,60147,ECU,Ecuador,Эквадор
Petroupoli,Петруполи,38.0333,23.6833,60146,GRC,Greece,Греция
San mariano,Сан -мариано,16.98,122.02,60124,PHL,Philippines,Филиппины
Union,Городской Союз,40.6953,-74.2697,60119,USA,United states,Соединенные Штаты
Parker,Паркер,39.5084,-104.7753,60115,USA,United states,Соединенные Штаты
Nioro,Ниро,15.1833,-9.55,60112,MLI,Mali,Мали
Abyek,Абик,36.0411,50.5306,60107,IRN,Iran,Иран
Samut sakhon,Самут Сахон,13.5486,100.2775,60103,THA,Thailand,Таиланд
Halesowen,Халзоуэн,52.4502,-2.0509,60097,GBR,United kingdom,Великобритания
Mbalmayo,Мбалмайо,3.5167,11.5,60091,CMR,Cameroon,Камерун
Jinxing,Джинсинг,37.9869,106.2027,60086,CHN,China,Китай
Clay,Городская Глина,33.6951,-86.609,60083,USA,United states,Соединенные Штаты
Bracknell,Брэкнелл,51.416,-0.749,60077,GBR,United kingdom,Великобритания
Malay,Малайский,11.8997,121.9094,60077,PHL,Philippines,Филиппины
Niort,Ниорт,46.3258,-0.4606,60074,FRA,France,Франция
Greifswald,Грейфсвальд,54.0833,13.3833,60071,DEU,Germany,Германия
Towada,Городской Тувада,40.6127,141.2059,60063,JPN,Japan,Япония
Slutsk,Городская Шишка,53.0333,27.5667,60056,BLR,Belarus,Беларусь
Pirojpur,Пироджпур,22.5796,89.9752,60056,BGD,Bangladesh,Бангладеш
Hamburg,Гамбург,42.7394,-78.8581,60034,USA,United states,Соединенные Штаты
Manhica,Манхика,-25.4,32.8,60031,MOZ,Mozambique,Мозамбик
Horqueta,Хоркета,-23.3396,-57.05,60031,PRY,Paraguay,Парагвай
Floriano,Флориано,-6.7669,-43.0225,60025,BRA,Brazil,Бразилия
Prokhladnyy,Прохлэдни,43.75,44.0333,60023,RUS,Russia,Россия
Sao borja,Городской Сан -борха,-28.6606,-56.0044,60019,BRA,Brazil,Бразилия
Saravan,Сараван,27.3708,62.3325,60014,IRN,Iran,Иран
Kribi,Криби,2.935,9.91,60000,CMR,Cameroon,Камерун
Suifenhe,Суайфенхе,44.4124,131.1518,60000,CHN,China,Китай
Gunupur,Гунюпур,19.08,83.82,60000,IND,India,Индия
Mehnajpur,Мехаджпур,25.6722,83.1181,60000,IND,India,Индия
Juan-les-pins,Хуан-лей-пинс,43.5711,7.1094,60000,FRA,France,Франция
Baba hassen,Баба Хассен,36.7,2.9667,60000,DZA,Algeria,Алжир
Bayji,Бэйджи,34.9292,43.4931,60000,IRQ,Iraq,Ирак
Meskiana,Мескиана,35.6333,7.6667,60000,DZA,Algeria,Алжир
Consuelito,Хусюэльто,18.6124,-69.2577,60000,DOM,Dominican republic,Доминиканская Республика
Guigue,Городская Гигара,10.0833,-67.7833,60000,VEN,Venezuela,Венесуэла
Oodweyne,Одвейн,9.4092,45.064,60000,SOM,Somalia,Сомали
Faruka,Фарука,31.8853,72.4153,60000,PAK,Pakistan,Пакистан
Buqda caqable,City Buqda Caqable,4.0601,45.2577,60000,SOM,Somalia,Сомали
Kratie,Крати,12.4881,106.0188,60000,KHM,Cambodia,Камбоджа
Tyre,Городская Шина,33.2708,35.1961,60000,LBN,Lebanon,Ливан
Afula,Афла,32.6064,35.2881,60000,ISR,Israel,Израиль
Banane,Банане,0.5035,38.662,60000,KEN,Kenya,Кения
Nahariyya,Нахария,33.0058,35.0989,60000,ISR,Israel,Израиль
Viedma,Видма,-40.8,-63.0,59993,ARG,Argentina,Аргентина
Barneveld,Барневельд,52.1333,5.5833,59992,NLD,Netherlands,Нидерланды
Obando,Обандо,14.7083,120.9375,59978,PHL,Philippines,Филиппины
San marcos,Сан -маркос,8.6611,-75.1347,59976,COL,Colombia,Колумбия
Civril,City Civril,38.3014,29.7386,59967,TUR,Turkey,Турция
Babolsar,Баболсар,36.7006,52.65,59966,IRN,Iran,Иран
Thatri,Татри,33.1453,75.7911,59955,IND,India,Индия
Legnano,Легнано,45.5958,8.906,59941,ITA,Italy,Италия
Revere,Ревер,42.4189,-71.004,59933,USA,United states,Соединенные Штаты
Stonecrest,Стонекрест,33.6842,-84.1372,59917,USA,United states,Соединенные Штаты
Ponnuru,Поннуру,16.0667,80.5667,59913,IND,India,Индия
Le blanc-mesnil,Сити Ле Бланк-меснил,48.9387,2.4614,59912,FRA,France,Франция
Langenfeld,Лангенфельд,51.1167,6.95,59908,DEU,Germany,Германия
Carrara,Каррара,44.0833,10.1,59905,ITA,Italy,Италия
Ain touta,Айн Тута,35.3833,5.9,59904,DZA,Algeria,Алжир
Arankhola,Аранкхола,24.6928,90.0806,59895,BGD,Bangladesh,Бангладеш
Trang,Транг,7.5575,99.6103,59894,THA,Thailand,Таиланд
Sigaboy,Сигабой,6.6536,126.0717,59891,PHL,Philippines,Филиппины
Chapel hill,Городская Часовня Хилл,35.9271,-79.0391,59889,USA,United states,Соединенные Штаты
Kathua,Катуа,32.3694,75.5254,59866,IND,India,Индия
Merida,Сити Мерида,38.9,-6.3333,59857,ESP,Spain,Испания
Ilog,Илог,10.03,122.77,59855,PHL,Philippines,Филиппины
Ozalp,Озалп,38.6583,43.9894,59851,TUR,Turkey,Турция
Portimao,Портимао,37.1333,-8.5333,59845,PRT,Portugal,Португалия
Aranjuez,Аранджуз,40.0333,-3.6028,59833,ESP,Spain,Испания
Huejotzingo,Хьюжотзинго,19.1619,-98.4064,59822,MEX,Mexico,Мексика
Blainville,Блейнвилл,45.67,-73.88,59819,CAN,Canada,Канада
White plains,Городские Белые Равнины,41.022,-73.7547,59818,USA,United states,Соединенные Штаты
Fano,Фано,43.8425,13.0136,59785,ITA,Italy,Италия
Andradina,Андрадина,-20.8958,-51.3789,59783,BRA,Brazil,Бразилия
Dongcun,Дункун,38.28,111.6751,59772,CHN,China,Китай
Ragay,Рагей,13.8217,122.7897,59770,PHL,Philippines,Филиппины
Gardena,Городской Сад,33.8943,-118.3072,59765,USA,United states,Соединенные Штаты
Palm beach gardens,Городские Сады Палм -бич,26.8466,-80.1679,59751,USA,United states,Соединенные Штаты
Uzice,Uzice,43.85,19.85,59747,SRB,Serbia,Сербия
Lakhdaria,Лахдария,36.5622,3.5944,59746,DZA,Algeria,Алжир
Vinukonda,Винуконда,16.05,79.75,59725,IND,India,Индия
Suhareke,Сухареке,42.3586,20.825,59722,XKS,Kosovo,Косово
Huehuetoca,Хюхутока,19.8342,-99.2033,59721,MEX,Mexico,Мексика
Taunton,Тонтон,41.9036,-71.0943,59719,USA,United states,Соединенные Штаты
Zvishavane,Зишаван,-20.3333,30.0333,59717,ZWE,Zimbabwe,Зимбабве
Vicosa do ceara,Викоса До Сиара,-3.5619,-41.0919,59712,BRA,Brazil,Бразилия
Gohadi,Гохади,26.4328,78.442,59706,IND,India,Индия
Kananya,Кананья,11.1856,124.5597,59696,PHL,Philippines,Филиппины
Khagaria,Хагария,25.5022,86.4671,59691,IND,India,Индия
Hardenberg,Харденберг,52.5758,6.6194,59689,NLD,Netherlands,Нидерланды
Matera,Городская Матера,40.6667,16.6,59685,ITA,Italy,Италия
Bougouni,Бугуни,11.4177,-7.4832,59679,MLI,Mali,Мали
Karamursel,Карамурель,40.6892,29.615,59676,TUR,Turkey,Турция
Huajiang,Хуаджян,25.6969,105.592,59657,CHN,China,Китай
Sanyo-onoda,Саньонода,34.0031,131.1819,59648,JPN,Japan,Япония
Monterey park,Монтерей Парк,34.0497,-118.1326,59639,USA,United states,Соединенные Штаты
Aguacatan,Агуакатан,15.35,-91.3167,59638,GTM,Guatemala,Гватемала
Sennan,Сеннан,34.3628,135.2761,59634,JPN,Japan,Япония
Motril,Мотрил,36.75,-3.5167,59632,ESP,Spain,Испания
Date,Городская Дата,37.8191,140.563,59625,JPN,Japan,Япония
Pachora,Сити Пачора,20.67,75.35,59609,IND,India,Индия
Medellin,Медельин,11.1286,123.9622,59605,PHL,Philippines,Филиппины
Maimbung,Меймбунг,5.93,121.03,59597,PHL,Philippines,Филиппины
West allis,City West Allis,43.0068,-88.0296,59588,USA,United states,Соединенные Штаты
Lianzhuangcun,Лианцхуанкун,37.1146,115.7594,59576,CHN,China,Китай
Coroata,Городская Коруата,-4.13,-44.1239,59566,BRA,Brazil,Бразилия
Betou,Бету,3.0594,18.5142,59563,COG,Congo (brazzaville),Конго (брамзавиль)
Limoeiro do norte,City Limeeiro Do Norte,-5.1458,-38.0978,59560,BRA,Brazil,Бразилия
Chelm,Челм,51.1322,23.4778,59546,POL,Poland,Польша
Tiptur,Типтур,13.26,76.48,59543,IND,India,Индия
Altamira,Альтамира,22.3375,-97.8694,59536,MEX,Mexico,Мексика
Gopichettipalaiyam,Gopichettipalaiyam,11.4549,77.4365,59523,IND,India,Индия
Revda,Ревда,56.8053,59.9283,59521,RUS,Russia,Россия
Givatayim,Гиватайм,32.0697,34.8117,59518,ISR,Israel,Израиль
Zamora,Самора,41.4989,-5.7556,59506,ESP,Spain,Испания
Itanagar,Итанагар,27.1,93.62,59490,IND,India,Индия
Esfarayen,City Esfarayen,37.0706,57.5056,59490,IRN,Iran,Иран
Santee,Санти,32.8554,-116.9851,59485,USA,United states,Соединенные Штаты
Ban bang kaeo,Бан Банг Кэо,13.0,38.0,59478,THA,Thailand,Таиланд
Pallini,Паллини,38.0,23.8833,59459,GRC,Greece,Греция
Wangzhuang,Ванчжуан,39.8003,116.15,59452,CHN,China,Китай
Stralsund,City Stralsund,54.3092,13.0819,59450,DEU,Germany,Германия
North miami,Северный Майами,25.9008,-80.1686,59429,USA,United states,Соединенные Штаты
Stryi,Стрий,49.25,23.85,59425,UKR,Ukraine,Украина
Blue springs,Блю Спрингс,39.0124,-94.2721,59416,USA,United states,Соединенные Штаты
Yara,Яра,20.2767,-76.9469,59415,CUB,Cuba,Куба
Des plaines,City Des Plaines,42.0345,-87.9008,59408,USA,United states,Соединенные Штаты
Shimotsuke,Симоцуке,36.3872,139.8421,59404,JPN,Japan,Япония
Shirakawa,Ширакава,37.1263,140.2109,59393,JPN,Japan,Япония
Los andes,Лос -анд,-32.8333,-70.6167,59388,CHL,Chile,Чили
Ouinhri,Уинхри,7.0,2.45,59381,BEN,Benin,Бенин
Kokomo,Кокомо,40.464,-86.1277,59375,USA,United states,Соединенные Штаты
Moron,Городской Дебил,22.1108,-78.6278,59371,CUB,Cuba,Куба
Esperanza,Эсперанса,11.7369,124.0417,59353,PHL,Philippines,Филиппины
Jackson,Джексон,43.472,-110.7746,59352,USA,United states,Соединенные Штаты
Uzunkopru,Узанкопу,41.2667,26.6833,59351,TUR,Turkey,Турция
Koga,Кога,36.1782,139.7554,59349,JPN,Japan,Япония
As saff,Как Сафф,29.5647,31.2811,59348,EGY,Egypt,Египет
Kesennuma,Кесеннума,38.9081,141.5699,59341,JPN,Japan,Япония
Garin,Гарин,-34.4167,-58.75,59335,ARG,Argentina,Аргентина
Petaluma,Петалума,38.2423,-122.6266,59321,USA,United states,Соединенные Штаты
Joso,Джосо,36.0236,139.9938,59314,JPN,Japan,Япония
Alfonso,Альфонсо,14.1379,120.8552,59306,PHL,Philippines,Филиппины
Goppingen,Гоппинген,48.7025,9.6528,59300,DEU,Germany,Германия
Gaibandha,Гайбандха,25.329,89.5415,59289,BGD,Bangladesh,Бангладеш
Shoreline,Городская Береговая Линия,47.7564,-122.3426,59280,USA,United states,Соединенные Штаты
Uniao dos palmares,City Uniao Dos Palmares,-9.1628,-36.0319,59280,BRA,Brazil,Бразилия
Hyuga,Хьюга,32.4228,131.6239,59276,JPN,Japan,Япония
Dhone,Сити Дхоне,15.396,77.872,59272,IND,India,Индия
Irosin,Иросин,12.705,124.0319,59267,PHL,Philippines,Филиппины
Irati,Ирати,-25.4669,-50.6508,59250,BRA,Brazil,Бразилия
Gannan,Ганнан,47.9117,123.4978,59239,CHN,China,Китай
San francisco,Сан -франциско,8.51,125.98,59236,PHL,Philippines,Филиппины
Trollhattan,Троллотхаттен,58.2671,12.3,59210,SWE,Sweden,Швеция
Neuilly-sur-seine,Neuilly-sur-seine,48.8881,2.2686,59200,FRA,France,Франция
Belebey,Белеби,54.1,54.1333,59195,RUS,Russia,Россия
Rajgarh,Раджгарх,28.64,75.38,59193,IND,India,Индия
Katerini,Катерини,40.2667,22.5,59189,GRC,Greece,Греция
San simon,Сити Сан -саймон,14.998,120.78,59182,PHL,Philippines,Филиппины
Dila,Дила,6.4083,38.3083,59150,ETH,Ethiopia,Эфиопия
Vyronas,Виронас,37.9617,23.7533,59134,GRC,Greece,Греция
Artemisa,Артемиса,22.8136,-82.7633,59130,CUB,Cuba,Куба
Chalkida,Чалкида,38.4625,23.595,59125,GRC,Greece,Греция
Mansalay,Мансалай,12.5204,121.4385,59114,PHL,Philippines,Филиппины
Damghan,Дамган,36.1642,54.3408,59106,IRN,Iran,Иран
Chichibu,Чичибу,35.9918,139.0855,59101,JPN,Japan,Япония
Umm al qaywayn,Умм Аль -кайвейн,25.5533,55.5475,59098,ARE,United arab emirates,Объединенные Арабские Эмираты
Antigua guatemala,Антигуа Гватемала,14.5667,-90.7333,59091,GTM,Guatemala,Гватемала
Panna,Панна,24.27,80.17,59091,IND,India,Индия
Barking,Лай,51.54,0.08,59068,GBR,United kingdom,Великобритания
Medford,Медфорд,40.822,-72.9859,59062,USA,United states,Соединенные Штаты
Chivacoa,Чивакоа,10.16,-68.9097,59059,VEN,Venezuela,Венесуэла
Constanza,Констанца,18.91,-70.75,59052,DOM,Dominican republic,Доминиканская Республика
Saint-louis du sud,Сити Сен-луи Дю Суд,18.2624,-73.546,59042,HTI,Haiti,Гаити
Yevlax,Евлакс,40.6172,47.15,59036,AZE,Azerbaijan,Азербайджан
El palomar,Эль Паломар,-34.6167,-58.5833,59031,ARG,Argentina,Аргентина
Tahara,Тахара,34.6688,137.2809,59015,JPN,Japan,Япония
Taylorsville,Сити Тейлорсвилль,40.6569,-111.9493,59010,USA,United states,Соединенные Штаты
Metapan,Метапан,14.3314,-89.4428,59004,SLV,El salvador,Сальвадор
Upi,Upi,7.0106,124.1629,59004,PHL,Philippines,Филиппины
Camacupa,Городская Камакупа,-12.0256,17.4686,59000,AGO,Angola,Ангола
Wylie,Уайли,33.0362,-96.5161,58991,USA,United states,Соединенные Штаты
Florida,Флорида,3.3275,-76.2386,58988,COL,Colombia,Колумбия
Jiguani,Джигуани,20.3731,-76.4222,58982,CUB,Cuba,Куба
Huauchinango,Хуучинанго,20.1767,-98.0528,58957,MEX,Mexico,Мексика
Buderim,Будирим,-26.6847,153.0532,58956,AUS,Australia,Австралия
Anzio,Анцио,41.4472,12.6283,58949,ITA,Italy,Италия
Nirgua,Ниргуа,10.0833,-68.6667,58932,VEN,Venezuela,Венесуэла
Santa maria chiquimula,Санта -мария Чикимула,15.0292,-91.3294,58918,GTM,Guatemala,Гватемала
Cruz alta,City Cruz Alta,-28.6386,-53.6064,58913,BRA,Brazil,Бразилия
Cerro de pasco,Серро Де Паско,-10.6864,-76.2625,58899,PER,Peru,Перу
Xikeng,Сикенг,24.0505,116.8538,58890,CHN,China,Китай
Lac-brome,Лак-бром,45.2167,-72.5167,58889,CAN,Canada,Канада
Cupertino,Купертино,37.3168,-122.0466,58886,USA,United states,Соединенные Штаты
Sutton,Саттон,51.3656,-0.1963,58880,GBR,United kingdom,Великобритания
Andoharanofotsy,Андохаранофотси,-18.9851,47.5364,58878,MDG,Madagascar,Мадагаскар
Gattaran,Гаттаран,18.0611,121.6453,58874,PHL,Philippines,Филиппины
Carvajal,Карваджал,9.33,-70.5767,58863,VEN,Venezuela,Венесуэла
Parobe,Городской Паруб,-29.6286,-50.8347,58858,BRA,Brazil,Бразилия
Zahirabad,Захирабад,17.6814,77.6074,58857,IND,India,Индия
Sidi ech chahmi,Сиди Эх Чахми,35.6667,-0.5167,58857,DZA,Algeria,Алжир
Roxas,Роксас,10.3197,119.3408,58849,PHL,Philippines,Филиппины
Binnaguri,Биннагури,26.7641,89.0558,58840,IND,India,Индия
Wani,Вани,20.0556,78.9533,58840,IND,India,Индия
Merthyr tudful,Мертир Тудиф,51.743,-3.378,58839,GBR,United kingdom,Великобритания
Ban rangsit,Городской Запрет Прерывания,14.0167,100.75,58838,THA,Thailand,Таиланд
Kaposvar,Капосвар,46.3667,17.7833,58830,HUN,Hungary,Венгрия
Canlaon,Канлаон,10.38,123.2,58822,PHL,Philippines,Филиппины
Frankfurt (oder),Франкфурт (одер),52.3419,14.5517,58818,DEU,Germany,Германия
Chistopol,Хистополь,55.3647,50.6261,58815,RUS,Russia,Россия
Beccar,Беккар,-34.4667,-58.5167,58811,ARG,Argentina,Аргентина
Menzel bourguiba,Мензел Бургиба,37.15,9.7833,58800,TUN,Tunisia,Тунис
Upleta,Аплета,21.73,70.28,58775,IND,India,Индия
El salvador,Сити Эль Сальвадор,8.57,124.52,58771,PHL,Philippines,Филиппины
Narasapur,Нарасапур,16.4361,81.7016,58770,IND,India,Индия
Xanthi,Ксанти,41.1333,24.8833,58760,GRC,Greece,Греция
Chikuma,Чикума,36.5339,138.12,58755,JPN,Japan,Япония
Zarechnyy,Заречни,53.2,45.1667,58753,RUS,Russia,Россия
Barranca,Барранка,-10.7541,-77.761,58749,PER,Peru,Перу
Krusevac,Крусевак,43.5833,21.3267,58745,SRB,Serbia,Сербия
Pedro leopoldo,Педро Леопольдо,-19.6181,-44.0431,58740,BRA,Brazil,Бразилия
Jaguariuna,Ягуариюна,-22.68,-46.99,58722,BRA,Brazil,Бразилия
Calatagan,Калатаган,13.8322,120.6322,58719,PHL,Philippines,Филиппины
Baganga,Баганга,7.5752,126.5585,58714,PHL,Philippines,Филиппины
Faenza,Фаенца,44.2856,11.8833,58710,ITA,Italy,Италия
Sandnes,Санднс,58.85,5.7333,58694,NOR,Norway,Норвегия
Viseu,Висеу,-1.1969,-46.14,58692,BRA,Brazil,Бразилия
Jovellanos,Йовелланос,22.8106,-81.1981,58685,CUB,Cuba,Куба
Dosso,Доссо,13.0505,3.2081,58671,NER,Niger,Нигер
Baguineda,Багиинда,12.6129,-7.7734,58661,MLI,Mali,Мали
Koja,Коя,26.3344,127.8057,58658,JPN,Japan,Япония
Kasungu,Касунгу,-13.0364,33.4822,58653,MWI,Malawi,Малави
Sonabedha,Сонабедха,18.73,82.83,58647,IND,India,Индия
Pasrur,Пасрур,32.2637,74.6628,58644,PAK,Pakistan,Пакистан
Caldiran,Кальдиран,39.1419,43.9139,58635,TUR,Turkey,Турция
Wuyang,Вуян,27.057,108.3959,58630,CHN,China,Китай
Raharpur,Рахарпур,24.8194,88.325,58624,BGD,Bangladesh,Бангладеш
Edgware,City Edgware,51.6185,-0.2729,58619,GBR,United kingdom,Великобритания
Xinfeng,Сити Синфенг,24.9167,121.0,58614,TWN,Taiwan,Тайвань
Alta floresta,Городская Альта Флореста,-9.8758,-56.0858,58613,BRA,Brazil,Бразилия
Tenkodogo,Тенкодого,11.7833,-0.3667,58600,BFA,Burkina faso,Буркина Фасо
Kas,Кас,36.202,29.638,58600,TUR,Turkey,Турция
Mpondwe,Мпондве,0.04,29.725,58600,UGA,Uganda,Уганда
Sayama,Саяма,35.853,139.4122,58593,JPN,Japan,Япония
Frutal,Фрутал,-20.025,-48.9408,58588,BRA,Brazil,Бразилия
Cambundi catembo,Камбунди Кэтембо,-10.0756,17.5569,58581,AGO,Angola,Ангола
Piparia,Городская Пипария,22.757,78.355,58578,IND,India,Индия
Sarcelles,Сарселлес,48.9956,2.3808,58576,FRA,France,Франция
Tonsberg,Тонсберг,59.2981,10.4236,58561,NOR,Norway,Норвегия
Mehdya,Мехда,34.2597,-6.65,58558,MAR,Morocco,Марокко
San luis,Сан Луис,15.04,120.7919,58551,PHL,Philippines,Филиппины
The hammocks,Гамаки,25.67,-80.4482,58548,USA,United states,Соединенные Штаты
Caltanissetta,Кальтаниссетта,37.4915,14.0624,58532,ITA,Italy,Италия
Gllogovc,Глоговк,42.6283,20.8939,58531,XKS,Kosovo,Косово
Una,Уна,20.82,71.03,58528,IND,India,Индия
Balancan,Баланкан,17.8,-91.5333,58524,MEX,Mexico,Мексика
Tarim,Тарим,16.05,49.0,58523,YEM,Yemen,Йемен
Ibaan,Ибаан,13.8176,121.133,58507,PHL,Philippines,Филиппины
Frejus,Фриджус,43.433,6.737,58499,FRA,France,Франция
Sardhana,Сардхана,29.145,77.61,58490,IND,India,Индия
Sao gabriel,Городской Сан -габриэль,-11.2289,-41.9119,58487,BRA,Brazil,Бразилия
Hakkari,Хаккари,37.577,43.739,58470,TUR,Turkey,Турция
Abington,Абингтон,42.118,-70.959,58470,USA,United states,Соединенные Штаты
Mexquitic de carmona,Мекквит Де Кармона,22.2667,-101.1167,58469,MEX,Mexico,Мексика
Osakasayama,Осакасаяма,34.5,135.55,58465,JPN,Japan,Япония
Hastinapur,Хастинапур,29.17,78.02,58452,IND,India,Индия
Crotone,Кротон,39.0833,17.1167,58445,ITA,Italy,Италия
San pedro,Сан -педро,-33.6792,-59.6669,58430,ARG,Argentina,Аргентина
Tianningcun,Тяннингкун,30.8938,120.8009,58430,CHN,China,Китай
Liannong,Лианнонг,31.0107,121.0393,58429,CHN,China,Китай
Liantangcun,Лиангангкун,22.9517,112.4597,58429,CHN,China,Китай
Qaskeleng,Каскаленг,43.2,76.62,58418,KAZ,Kazakhstan,Казахстан
Benevento,Беневенто,41.1256,14.7811,58418,ITA,Italy,Италия
Margate,Маргейт,26.2466,-80.2119,58418,USA,United states,Соединенные Штаты
Trairi,Трэри,-3.2778,-39.2689,58415,BRA,Brazil,Бразилия
Przemysl,City Przemysl,49.7833,22.7667,58408,POL,Poland,Польша
Serres,Городские Серрики,41.0833,23.55,58400,GRC,Greece,Греция
Ma'erkang,Мауканг,31.9057,102.2065,58390,CHN,China,Китай
Heerhugowaard,Херховаард,52.6667,4.8333,58387,NLD,Netherlands,Нидерланды
San fernando,Сан -фернандо,-34.5833,-70.9833,58367,CHL,Chile,Чили
Carson city,Карсон -сити,39.1511,-119.7476,58364,USA,United states,Соединенные Штаты
Chaiyaphum,Чайяфум,15.8056,102.0311,58350,THA,Thailand,Таиланд
Sandila,Сандила,27.08,80.52,58346,IND,India,Индия
Pebane,Пебейн,-17.2642,38.135,58342,MOZ,Mozambique,Мозамбик
